,Open,High,Low,Close,Volume,compound,negative,neutral,positive
2016-02-16,23.754998999999998,24.2125,23.6525,24.16,196231600.0,-0.9992,0.132,0.755,0.113
2016-02-17,24.1675,24.5525,24.0375,24.530001000000002,179452800.0,-0.9998,0.137,0.762,0.1
2016-02-18,24.709999,24.7225,24.022499,24.065001000000002,156084000.0,-0.9978,0.112,0.791,0.098
2016-02-19,24.0,24.190001000000002,23.950001,24.01,141496800.0,-0.9999,0.143,0.789,0.068
2016-02-22,24.077499,24.225,23.98,24.219998999999998,137123200.0,-0.9991,0.12,0.777,0.102
2016-02-23,24.1,24.125,23.637501,23.672501,127770400.0,-0.9997,0.122,0.787,0.091
2016-02-24,23.495001000000002,24.094998999999998,23.33,24.025,145022800.0,-0.9999,0.146,0.771,0.082
2016-02-25,24.012501,24.190001000000002,23.8125,24.190001000000002,110330800.0,-0.9998,0.144,0.756,0.1
2016-02-26,24.299999,24.504998999999998,24.145,24.227501,115964400.0,-0.9996,0.131,0.763,0.106
2016-02-29,24.215,24.557501000000002,24.1625,24.172501,140865200.0,0.9984,0.119,0.747,0.134
2016-03-01,24.4125,25.192498999999998,24.355,25.1325,201628400.0,-0.984,0.123,0.755,0.122
2016-03-02,25.127501000000002,25.2225,24.91,25.1875,132678400.0,-0.9998,0.137,0.76,0.103
2016-03-03,25.145,25.4275,25.112499,25.375,147822800.0,-0.9996,0.122,0.787,0.091
2016-03-04,25.592501000000002,25.9375,25.342501000000002,25.752501000000002,184220400.0,-0.9988,0.119,0.778,0.102
2016-03-07,25.5975,25.7075,25.24,25.467501000000002,143315600.0,-0.9993,0.134,0.752,0.114
2016-03-08,25.195,25.440001000000002,25.1,25.2575,126247600.0,-0.9998,0.146,0.747,0.107
2016-03-09,25.327499,25.395,25.067498999999998,25.280001000000002,108806800.0,-0.9998,0.128,0.784,0.088
2016-03-10,25.352501,25.559998999999998,25.0375,25.2925,134054400.0,-0.9999,0.139,0.783,0.077
2016-03-11,25.559998999999998,25.57,25.375,25.565001000000002,109632800.0,-0.9999,0.151,0.751,0.098
2016-03-14,25.477501,25.727501,25.445,25.629998999999998,100304400.0,-0.9996,0.137,0.753,0.11
2016-03-15,25.99,26.295,25.9625,26.145,160270800.0,-0.9997,0.126,0.785,0.089
2016-03-16,26.1525,26.577499,26.147499,26.4925,153214000.0,-0.999,0.116,0.784,0.1
2016-03-17,26.379998999999998,26.6175,26.24,26.450001,137682800.0,-0.9995,0.109,0.815,0.076
2016-03-18,26.584999,26.625,26.297501,26.48,176820800.0,-0.9999,0.154,0.764,0.083
2016-03-21,26.4825,26.9125,26.285,26.477501,142010800.0,-0.9997,0.135,0.769,0.096
2016-03-22,26.3125,26.8225,26.3025,26.68,129777600.0,-0.9998,0.142,0.757,0.1
2016-03-23,26.620001000000002,26.7675,26.475,26.532498999999998,102814000.0,-0.9998,0.133,0.772,0.095
2016-03-24,26.3675,26.5625,26.2225,26.4175,104532000.0,-0.9999,0.154,0.749,0.097
2016-03-28,26.5,26.547501,26.264999,26.297501,77645600.0,-0.9998,0.138,0.775,0.087
2016-03-29,26.2225,26.9475,26.219998999999998,26.92,124760400.0,-0.9952,0.125,0.757,0.118
2016-03-30,27.1625,27.605,27.15,27.389999,182404400.0,-0.9999,0.149,0.764,0.087
2016-03-31,27.43,27.475,27.219998999999998,27.247498999999998,103553600.0,-0.9995,0.12,0.792,0.088
2016-04-01,27.195,27.5,27.049999,27.497498999999998,103496000.0,-0.9998,0.132,0.784,0.084
2016-04-04,27.605,28.047501,27.567498999999998,27.780001000000002,149424800.0,0.9952,0.089,0.816,0.095
2016-04-05,27.377501000000002,27.682501000000002,27.355,27.452499,106314800.0,-0.9999,0.156,0.749,0.095
2016-04-06,27.557501000000002,27.745001000000002,27.299999,27.74,105616400.0,-0.9999,0.136,0.778,0.086
2016-04-07,27.487499,27.605,27.030001000000002,27.135,127207600.0,-0.9998,0.122,0.803,0.076
2016-04-08,27.227501,27.442498999999998,27.0425,27.165001,94326800.0,-0.9996,0.118,0.794,0.087
2016-04-11,27.2425,27.6525,27.2075,27.254998999999998,117630000.0,-0.9995,0.131,0.764,0.105
2016-04-12,27.334999,27.625,27.165001,27.610001,108929200.0,-0.9998,0.139,0.761,0.1
2016-04-13,27.700001,28.084999,27.700001,28.01,133029200.0,-0.9998,0.123,0.797,0.079
2016-04-14,27.905001000000002,28.0975,27.8325,28.025,101895600.0,-0.9999,0.139,0.779,0.082
2016-04-15,28.0275,28.075001,27.432501000000002,27.4625,187756000.0,-0.9998,0.125,0.792,0.083
2016-04-18,27.2225,27.237499,26.735001,26.870001000000002,243286000.0,-0.9995,0.12,0.786,0.094
2016-04-19,26.969998999999998,27.0,26.557501000000002,26.727501,129539600.0,-0.9999,0.135,0.781,0.084
2016-04-20,26.66,27.022499,26.514999,26.782498999999998,122444000.0,-0.9999,0.145,0.778,0.077
2016-04-21,26.7325,26.7325,26.379998999999998,26.4925,126210000.0,-0.9999,0.158,0.756,0.086
2016-04-22,26.252501000000002,26.620001000000002,26.155001000000002,26.42,134732400.0,-0.9994,0.123,0.772,0.105
2016-04-25,26.25,26.4125,26.127501000000002,26.27,112126400.0,-0.9999,0.149,0.76,0.091
2016-04-26,25.977501,26.325001,25.977501,26.0875,224064800.0,-0.9999,0.149,0.768,0.083
2016-04-27,24.0,24.6775,23.92,24.455,458408400.0,-0.9999,0.152,0.775,0.074
2016-04-28,24.4025,24.469998999999998,23.5625,23.7075,328970800.0,-0.9999,0.143,0.769,0.087
2016-04-29,23.497498999999998,23.68,23.127501000000002,23.434998999999998,274126000.0,-0.9998,0.122,0.795,0.083
2016-05-02,23.4925,23.52,23.1,23.41,192640400.0,-0.9998,0.143,0.752,0.106
2016-05-03,23.549999,23.934998999999998,23.42,23.795,227325200.0,-0.9999,0.146,0.759,0.095
2016-05-04,23.799999,23.975,23.455,23.547501,164102000.0,-0.9999,0.151,0.747,0.102
2016-05-05,23.5,23.5175,23.17,23.309998999999998,143562000.0,-0.9999,0.151,0.752,0.097
2016-05-06,23.342501000000002,23.362499,22.9625,23.18,174799600.0,-0.9997,0.128,0.775,0.097
2016-05-09,23.25,23.442498999999998,23.147499,23.1975,131745600.0,-0.9999,0.143,0.77,0.087
2016-05-10,23.3325,23.3925,23.0275,23.355,134747200.0,-1.0,0.171,0.746,0.083
2016-05-11,23.370001000000002,23.3925,23.115,23.127501000000002,114876400.0,-0.9996,0.124,0.784,0.092
2016-05-12,23.18,23.195,22.3675,22.584999,305258800.0,-0.9993,0.125,0.77,0.105
2016-05-13,22.5,22.9175,22.5,22.629998999999998,177571200.0,-0.9999,0.152,0.768,0.08
2016-05-16,23.0975,23.5975,22.9125,23.469998999999998,245039200.0,-0.9998,0.144,0.752,0.104
2016-05-17,23.637501,23.674999,23.252501000000002,23.372498999999998,187667600.0,-0.9998,0.126,0.792,0.082
2016-05-18,23.540001,23.8025,23.4725,23.639999,168249600.0,-1.0,0.173,0.74,0.087
2016-05-19,23.66,23.66,23.3925,23.549999,121768400.0,-0.9999,0.138,0.775,0.087
2016-05-20,23.66,23.8575,23.629998999999998,23.805,128104000.0,-0.9942,0.119,0.77,0.111
2016-05-23,23.967501000000002,24.297501,23.9175,24.1075,152074400.0,-0.9999,0.148,0.757,0.096
2016-05-24,24.305,24.522499,24.209999,24.475,140560800.0,-0.9998,0.13,0.785,0.085
2016-05-25,24.6675,24.934998999999998,24.5275,24.905001000000002,152675200.0,-0.9999,0.147,0.764,0.089
2016-05-26,24.92,25.182501000000002,24.66,25.102501,225324800.0,-0.9998,0.136,0.771,0.093
2016-05-27,24.860001,25.1175,24.8125,25.0875,145364800.0,-0.9997,0.13,0.772,0.098
2016-05-31,24.9,25.1,24.705,24.965,169228800.0,-0.9999,0.157,0.757,0.085
2016-06-01,24.754998999999998,24.885,24.5825,24.615,116693200.0,-0.9999,0.127,0.813,0.06
2016-06-02,24.4,24.459999,24.157498999999998,24.43,160766400.0,-0.9999,0.149,0.773,0.078
2016-06-03,24.4475,24.567498999999998,24.362499,24.48,114019600.0,-0.9999,0.138,0.772,0.09
2016-06-06,24.497498999999998,25.4725,24.387501,24.657498999999998,93170000.0,-0.9999,0.131,0.79,0.078
2016-06-07,24.8125,24.967501000000002,24.74,24.7575,89638000.0,-0.9999,0.138,0.773,0.089
2016-06-08,24.754998999999998,24.889999,24.67,24.735001,83392400.0,-0.9999,0.128,0.798,0.075
2016-06-09,24.625,24.997498999999998,24.615,24.9125,106405600.0,-0.9999,0.146,0.769,0.085
2016-06-10,24.6325,24.8375,24.620001000000002,24.7075,126851600.0,-0.9999,0.123,0.823,0.054
2016-06-13,24.672501,24.780001000000002,24.275,24.334999,152082000.0,-0.9998,0.147,0.745,0.107
2016-06-14,24.33,24.620001000000002,24.1875,24.365,127727600.0,-0.9999,0.143,0.777,0.08
2016-06-15,24.455,24.602501,24.2575,24.285,117780800.0,-0.9999,0.157,0.754,0.089
2016-06-16,24.112499,24.4375,24.0175,24.387501,125307200.0,-1.0,0.166,0.756,0.078
2016-06-17,24.155001000000002,24.1625,23.825001,23.8325,244032800.0,-0.9999,0.158,0.762,0.079
2016-06-20,24.0,24.1425,23.7575,23.775,137647600.0,-0.9999,0.143,0.777,0.08
2016-06-21,23.735001,24.0875,23.67,23.977501,142185600.0,-0.9999,0.139,0.778,0.083
2016-06-22,24.0625,24.2225,23.8375,23.887501,116876400.0,-0.9996,0.125,0.778,0.096
2016-06-23,23.985001,24.0725,23.8125,24.025,128960800.0,-0.9999,0.138,0.771,0.092
2016-06-24,23.227501,23.665001,23.1625,23.35,301245600.0,-0.9998,0.142,0.76,0.098
2016-06-27,23.25,23.262501,22.875,23.01,181958400.0,0.9898,0.104,0.783,0.113
2016-06-28,23.225,23.415001,23.035,23.397499,161779600.0,-0.9999,0.136,0.778,0.086
2016-06-29,23.4925,23.637501,23.407498999999998,23.6,146124000.0,-0.9999,0.148,0.773,0.079
2016-06-30,23.610001,23.942498999999998,23.575001,23.9,143345600.0,-0.9999,0.147,0.754,0.099
2016-07-01,23.872498999999998,24.1175,23.8325,23.9725,104106000.0,-0.9997,0.132,0.767,0.102
2016-07-05,23.8475,23.85,23.615,23.747498999999998,110820800.0,-0.9997,0.13,0.774,0.096
2016-07-06,23.65,23.915001,23.592501000000002,23.8825,123796400.0,-0.9995,0.122,0.787,0.092
2016-07-07,23.924999,24.125,23.905001000000002,23.985001,100558400.0,-0.9992,0.119,0.783,0.097
2016-07-08,24.122498999999998,24.2225,24.012501,24.17,115648400.0,-0.9998,0.144,0.752,0.104
2016-07-11,24.1875,24.4125,24.182501000000002,24.245001000000002,95179600.0,-0.9998,0.145,0.759,0.096
2016-07-12,24.2925,24.424999,24.280001000000002,24.355,96670000.0,-0.9998,0.139,0.763,0.098
2016-07-13,24.352501,24.4175,24.209999,24.217501000000002,103568800.0,-0.9995,0.115,0.798,0.087
2016-07-14,24.3475,24.747498999999998,24.33,24.6975,155676000.0,-0.9995,0.121,0.781,0.098
2016-07-15,24.73,24.825001,24.625,24.695,120548000.0,-0.9998,0.143,0.76,0.097
2016-07-18,24.674999,25.032498999999998,24.65,24.9575,145975600.0,-0.9998,0.138,0.759,0.102
2016-07-19,24.889999,25.0,24.834999,24.967501000000002,95119600.0,-0.9996,0.13,0.768,0.103
2016-07-20,25.0,25.115,24.934998999999998,24.99,105104000.0,-0.9999,0.152,0.771,0.078
2016-07-21,24.9575,25.25,24.782498999999998,24.8575,130808000.0,-0.9998,0.128,0.783,0.088
2016-07-22,24.815001000000002,24.825001,24.577499,24.665001,113254800.0,-0.9984,0.118,0.777,0.106
2016-07-25,24.5625,24.709999,24.23,24.334999,161531600.0,-0.9999,0.152,0.769,0.078
2016-07-26,24.205,24.4925,24.105,24.1675,224959200.0,-0.9998,0.145,0.756,0.099
2016-07-27,26.067498999999998,26.0875,25.6875,25.737499,369379200.0,-0.9999,0.155,0.759,0.086
2016-07-28,25.7075,26.112499,25.705,26.084999,159479200.0,-0.9999,0.169,0.734,0.098
2016-07-29,26.047501,26.137501,25.92,26.0525,110934800.0,-0.9998,0.133,0.781,0.086
2016-08-01,26.102501,26.5375,26.102501,26.512501,152671600.0,-0.9997,0.143,0.747,0.11
2016-08-02,26.512501,26.5175,26.0,26.120001000000002,135266400.0,-0.9999,0.144,0.769,0.087
2016-08-03,26.202499,26.459999,26.192498999999998,26.4475,120810400.0,-0.9999,0.151,0.756,0.093
2016-08-04,26.395,26.5,26.32,26.467501000000002,109634800.0,-0.9999,0.157,0.762,0.081
2016-08-05,26.567498999999998,26.9125,26.545,26.870001000000002,162213600.0,-0.9999,0.134,0.782,0.083
2016-08-08,26.879998999999998,27.092501000000002,26.790001,27.092501000000002,112148800.0,-0.9997,0.136,0.762,0.102
2016-08-09,27.057501000000002,27.235001,27.002501000000002,27.202499,105260800.0,-0.9998,0.125,0.796,0.079
2016-08-10,27.1775,27.225,26.940001000000002,27.0,96034000.0,-0.9997,0.134,0.764,0.103
2016-08-11,27.129998999999998,27.2325,26.9625,26.9825,109938000.0,-0.9999,0.16,0.749,0.091
2016-08-12,26.945,27.110001,26.945,27.045,74641600.0,-0.9999,0.135,0.781,0.084
2016-08-15,27.035,27.385,27.02,27.370001000000002,103472800.0,-0.9981,0.131,0.747,0.122
2016-08-16,27.407498999999998,27.557501000000002,27.3025,27.344998999999998,135177600.0,-0.9511,0.117,0.764,0.119
2016-08-17,27.275,27.342501000000002,27.084999,27.305,101424000.0,-0.9999,0.147,0.758,0.094
2016-08-18,27.307501000000002,27.4,27.254998999999998,27.27,87938800.0,-0.9994,0.138,0.746,0.116
2016-08-19,27.192498999999998,27.422501,27.09,27.34,101472400.0,-0.9991,0.127,0.759,0.114
2016-08-22,27.215,27.275,26.9625,27.127501000000002,103280800.0,-0.9993,0.132,0.759,0.109
2016-08-23,27.147499,27.33,27.1325,27.2125,85030800.0,-0.9999,0.156,0.766,0.078
2016-08-24,27.1425,27.1875,26.92,27.0075,94700400.0,-0.9999,0.138,0.779,0.083
2016-08-25,26.8475,26.969998999999998,26.67,26.8925,100344800.0,-0.9999,0.145,0.765,0.09
2016-08-26,26.852501,26.987499,26.577499,26.735001,111065200.0,-0.9716,0.102,0.798,0.099
2016-08-29,26.655001000000002,26.860001,26.5725,26.705,99881200.0,-0.9999,0.15,0.755,0.095
2016-08-30,26.450001,26.625,26.375,26.5,99455600.0,-0.9998,0.124,0.793,0.082
2016-08-31,26.415001,26.6425,26.41,26.525,118649600.0,-0.9997,0.124,0.782,0.094
2016-09-01,26.535,26.700001,26.405001000000002,26.682501000000002,106806000.0,-0.9997,0.128,0.773,0.099
2016-09-02,26.924999,27.0,26.705,26.932501000000002,107210000.0,-0.9994,0.114,0.792,0.094
2016-09-06,26.975,27.075001,26.877501000000002,26.924999,107521600.0,-0.9988,0.109,0.8,0.091
2016-09-07,26.9575,27.190001000000002,26.7675,27.09,169457200.0,-0.9997,0.129,0.778,0.093
2016-09-08,26.8125,26.817498999999998,26.309998999999998,26.379998999999998,212008000.0,-0.9998,0.125,0.787,0.088
2016-09-09,26.16,26.43,25.782498999999998,25.782498999999998,186228000.0,-0.9989,0.118,0.779,0.103
2016-09-12,25.6625,26.43,25.6325,26.360001,181171200.0,-0.9997,0.128,0.779,0.093
2016-09-13,26.877501000000002,27.1975,26.809998999999998,26.987499,248704800.0,-0.9999,0.135,0.779,0.086
2016-09-14,27.182501000000002,28.2575,27.15,27.942498999999998,443554800.0,-0.9998,0.141,0.761,0.098
2016-09-15,28.465,28.932501000000002,28.372498999999998,28.8925,359934400.0,-0.9998,0.131,0.773,0.095
2016-09-16,28.780001000000002,29.032498999999998,28.51,28.73,319547600.0,-0.9999,0.147,0.762,0.091
2016-09-19,28.797501,29.045,28.3125,28.395,188092000.0,-0.9993,0.117,0.793,0.09
2016-09-20,28.262501,28.530001000000002,28.127501000000002,28.3925,138057200.0,-0.9999,0.136,0.791,0.073
2016-09-21,28.4625,28.497498999999998,28.110001,28.387501,144012800.0,-0.9998,0.137,0.772,0.091
2016-09-22,28.5875,28.735001,28.5,28.655001000000002,124296000.0,-0.9997,0.14,0.752,0.107
2016-09-23,28.605,28.6975,27.887501,28.1775,209924800.0,-0.9999,0.157,0.765,0.078
2016-09-26,27.91,28.3475,27.887501,28.219998999999998,119477600.0,-0.9998,0.139,0.761,0.1
2016-09-27,28.25,28.295,28.084999,28.272499,98429600.0,-0.9998,0.127,0.786,0.088
2016-09-28,28.422501,28.66,28.3575,28.487499,118564400.0,-0.9999,0.135,0.783,0.082
2016-09-29,28.290001,28.450001,27.950001,28.045,143548000.0,-0.9998,0.131,0.785,0.084
2016-09-30,28.115,28.342501000000002,27.950001,28.262501,145516400.0,-0.9996,0.133,0.762,0.105
2016-10-03,28.1775,28.262501,28.07,28.129998999999998,86807200.0,-0.9994,0.131,0.757,0.112
2016-10-04,28.264999,28.577499,28.157498999999998,28.25,118947200.0,-0.9999,0.146,0.758,0.095
2016-10-05,28.35,28.415001,28.172501,28.262501,85812400.0,-0.9997,0.126,0.78,0.094
2016-10-06,28.424999,28.584999,28.282498999999998,28.4725,115117200.0,-0.9999,0.144,0.764,0.092
2016-10-07,28.577499,28.639999,28.377501000000002,28.514999,97433600.0,-0.9999,0.136,0.778,0.086
2016-10-10,28.754998999999998,29.1875,28.68,29.012501,144944000.0,-0.9983,0.11,0.791,0.099
2016-10-11,29.424999,29.672501,29.049999,29.075001,256164000.0,-0.9998,0.136,0.765,0.099
2016-10-12,29.3375,29.495001000000002,29.1875,29.334999,150347200.0,-0.9996,0.147,0.731,0.121
2016-10-13,29.1975,29.360001,28.93,29.245001000000002,140769600.0,-0.9999,0.16,0.75,0.091
2016-10-14,29.469998999999998,29.5425,29.282498999999998,29.407498999999998,142608800.0,-0.9999,0.139,0.777,0.084
2016-10-17,29.3325,29.459999,29.195,29.387501,94499600.0,-0.9998,0.138,0.77,0.092
2016-10-18,29.545,29.5525,29.362499,29.3675,98214000.0,-0.9999,0.152,0.765,0.083
2016-10-19,29.3125,29.440001000000002,28.450001,29.280001000000002,80138400.0,-0.9999,0.162,0.752,0.085
2016-10-20,29.215,29.344998999999998,29.0825,29.264999,96503200.0,-0.9998,0.138,0.77,0.093
2016-10-21,29.202499,29.227501,29.07,29.15,92770800.0,-0.9999,0.138,0.781,0.081
2016-10-24,29.275,29.434998999999998,29.25,29.4125,94154800.0,-0.9994,0.114,0.796,0.09
2016-10-25,29.487499,29.59,29.327499,29.5625,192516000.0,-0.9999,0.158,0.756,0.086
2016-10-26,28.577499,28.924999,28.327499,28.897499,264536800.0,-0.9999,0.14,0.771,0.089
2016-10-27,28.8475,28.965,28.525,28.620001000000002,138248000.0,-0.9999,0.15,0.751,0.099
2016-10-28,28.467501000000002,28.8025,28.362499,28.43,151446800.0,-0.9998,0.135,0.77,0.095
2016-10-31,28.4125,28.557501000000002,28.299999,28.385,105677600.0,-0.9897,0.119,0.763,0.118
2016-11-01,28.365,28.442498999999998,27.6325,27.872498999999998,175303200.0,-0.9996,0.139,0.747,0.114
2016-11-02,27.85,28.0875,27.807501000000002,27.897499,113326800.0,-0.9999,0.149,0.753,0.098
2016-11-03,27.745001000000002,27.865,27.387501,27.4575,107730400.0,-0.9999,0.141,0.781,0.078
2016-11-04,27.1325,27.5625,27.0275,27.209999,123348000.0,-0.9999,0.17,0.745,0.085
2016-11-07,27.52,27.627501000000002,27.365,27.602501,130240000.0,-0.9999,0.16,0.746,0.094
2016-11-08,27.577499,27.93,27.424999,27.764999,97016800.0,-1.0,0.17,0.75,0.08
2016-11-09,27.469998999999998,27.83,27.012501,27.719998999999998,236705600.0,-0.9999,0.134,0.793,0.073
2016-11-10,27.772499,27.772499,26.4575,26.9475,228538000.0,-0.9999,0.147,0.76,0.093
2016-11-11,26.780001000000002,27.217501000000002,26.637501,27.1075,136575600.0,-0.9999,0.132,0.79,0.078
2016-11-14,26.9275,26.952499,26.02,26.4275,204702000.0,-0.9998,0.134,0.774,0.092
2016-11-15,26.6425,26.92,26.540001,26.7775,129058000.0,-0.9993,0.126,0.768,0.106
2016-11-16,26.674999,27.557501000000002,26.65,27.497498999999998,235362000.0,-0.9999,0.145,0.782,0.073
2016-11-17,27.452499,27.5875,27.2075,27.487499,110528000.0,-0.9999,0.14,0.774,0.085
2016-11-18,27.43,27.635,27.415001,27.514999,113715600.0,-0.9998,0.136,0.763,0.101
2016-11-21,27.530001000000002,27.997498999999998,27.502501000000002,27.932501000000002,117058400.0,-0.9994,0.143,0.739,0.119
2016-11-22,27.987499,28.105,27.85,27.950001,103862000.0,-0.9999,0.14,0.775,0.085
2016-11-23,27.84,27.877501000000002,27.5825,27.807501000000002,109705600.0,-0.9999,0.149,0.767,0.084
2016-11-25,27.782498999999998,27.967501000000002,27.737499,27.9475,45903600.0,-0.9999,0.149,0.779,0.072
2016-11-28,27.8575,28.1175,27.8475,27.8925,108776000.0,-0.999,0.129,0.759,0.112
2016-11-29,27.695,28.0075,27.5175,27.865,114115200.0,-0.9999,0.145,0.761,0.094
2016-11-30,27.9,28.049999,27.567498999999998,27.629998999999998,144649200.0,-0.9999,0.153,0.767,0.079
2016-12-01,27.592501000000002,27.735001,27.2575,27.372498999999998,148347600.0,-0.9998,0.137,0.772,0.091
2016-12-02,27.2925,27.522499,27.2125,27.475,106112000.0,-0.9998,0.143,0.753,0.104
2016-12-05,27.5,27.5075,27.0625,27.2775,137298000.0,-0.9959,0.13,0.747,0.123
2016-12-06,27.375,27.59,27.297501,27.487499,104782000.0,-0.9998,0.129,0.783,0.088
2016-12-07,27.315001000000002,27.797501,27.290001,27.7575,119994800.0,-0.9997,0.118,0.802,0.081
2016-12-08,27.715,28.1075,27.65,28.030001000000002,108273200.0,-0.9997,0.132,0.767,0.101
2016-12-09,28.077499,28.674999,28.077499,28.487499,137610400.0,-0.9999,0.142,0.771,0.087
2016-12-12,28.3225,28.75,28.122498999999998,28.325001,105497600.0,-0.9998,0.138,0.759,0.102
2016-12-13,28.459999,28.98,28.4375,28.797501,174935200.0,-0.9999,0.145,0.765,0.09
2016-12-14,28.76,29.049999,28.745001000000002,28.797501,136127200.0,-0.9999,0.144,0.778,0.078
2016-12-15,28.844998999999998,29.182501000000002,28.807501000000002,28.955,186098000.0,-0.9999,0.133,0.783,0.084
2016-12-16,29.1175,29.125,28.9125,28.9925,177404400.0,-0.9998,0.131,0.777,0.092
2016-12-19,28.950001,29.344998999999998,28.9375,29.16,111117600.0,-0.9997,0.136,0.757,0.107
2016-12-20,29.184998999999998,29.375,29.17,29.237499,85700000.0,-0.9998,0.133,0.777,0.09
2016-12-21,29.200001,29.35,29.195,29.264999,95132800.0,-0.9997,0.122,0.791,0.087
2016-12-22,29.0875,29.127501000000002,28.91,29.0725,104343600.0,-0.9998,0.122,0.796,0.081
2016-12-23,28.897499,29.129998999999998,28.897499,29.129998999999998,56998000.0,-0.9998,0.131,0.774,0.095
2016-12-27,29.129998999999998,29.450001,29.122498999999998,29.315001000000002,73187600.0,-0.9998,0.125,0.786,0.089
2016-12-28,29.379998999999998,29.504998999999998,29.049999,29.190001000000002,83623600.0,-0.9999,0.137,0.778,0.084
2016-12-29,29.112499,29.2775,29.1,29.182501000000002,60158000.0,-0.9998,0.138,0.765,0.096
2016-12-30,29.1625,29.299999,28.8575,28.955,122345200.0,-0.9994,0.12,0.782,0.099
2017-01-03,28.950001,29.0825,28.690001000000002,29.0375,115127600.0,-0.9997,0.127,0.782,0.091
2017-01-04,28.9625,29.127501000000002,28.9375,29.004998999999998,84472400.0,-0.9999,0.136,0.78,0.084
2017-01-05,28.98,29.215,28.952499,29.1525,88774400.0,-0.9998,0.134,0.775,0.091
2017-01-06,29.195,29.540001,29.1175,29.477501,127007600.0,-0.9998,0.135,0.771,0.094
2017-01-09,29.487499,29.8575,29.485001,29.747498999999998,134247600.0,-0.9996,0.125,0.783,0.092
2017-01-10,29.692498999999998,29.844998999999998,29.575001,29.7775,97848400.0,-0.9998,0.134,0.777,0.088
2017-01-11,29.684998999999998,29.9825,29.65,29.9375,110354400.0,-0.9999,0.142,0.768,0.09
2017-01-12,29.725,29.825001,29.5525,29.8125,108344800.0,-0.9996,0.124,0.773,0.102
2017-01-13,29.7775,29.905001000000002,29.702499,29.76,104447600.0,-0.9991,0.126,0.764,0.11
2017-01-17,29.584999,30.059998999999998,29.555,30.0,137759200.0,-0.9999,0.138,0.779,0.083
2017-01-18,30.0,30.125,29.9275,29.997498999999998,94852000.0,-0.9997,0.123,0.786,0.091
2017-01-19,29.85,30.022499,29.842501000000002,29.945,102389200.0,-0.9991,0.113,0.793,0.094
2017-01-20,30.112499,30.112499,29.932501000000002,30.0,130391600.0,-0.9998,0.143,0.75,0.107
2017-01-23,30.0,30.202499,29.942498999999998,30.02,88200800.0,-0.9994,0.125,0.772,0.103
2017-01-24,29.887501,30.025,29.875,29.9925,92844000.0,-0.9999,0.143,0.758,0.099
2017-01-25,30.105,30.525,30.07,30.469998999999998,129510400.0,-0.9999,0.13,0.785,0.086
2017-01-26,30.4175,30.610001,30.4,30.485001,105350400.0,-0.9994,0.128,0.764,0.108
2017-01-27,30.535,30.5875,30.4,30.487499,82251600.0,0.9975,0.098,0.791,0.111
2017-01-30,30.2325,30.407498999999998,30.165001,30.407498999999998,121510000.0,-0.9997,0.134,0.762,0.104
2017-01-31,30.2875,30.3475,30.155001000000002,30.3375,196804000.0,-0.9998,0.129,0.777,0.094
2017-02-01,31.7575,32.622501,31.752501000000002,32.1875,447940000.0,-0.9999,0.155,0.748,0.098
2017-02-02,31.995001000000002,32.3475,31.945,32.1325,134841600.0,-0.722,0.118,0.759,0.123
2017-02-03,32.077498999999996,32.297501000000004,32.040001000000004,32.27,98029200.0,-0.9991,0.124,0.769,0.107
2017-02-06,32.282501,32.625,32.224998,32.572497999999996,107383600.0,-0.9998,0.14,0.747,0.112
2017-02-07,32.634997999999996,33.022498999999996,32.612499,32.8825,152735200.0,-0.9999,0.15,0.769,0.081
2017-02-08,32.837502,33.055,32.805,33.009997999999996,92016400.0,-0.9997,0.137,0.756,0.107
2017-02-09,32.912498,33.112499,32.779999,33.105,113399600.0,-1.0,0.161,0.76,0.079
2017-02-10,33.115002000000004,33.235001000000004,33.012501,33.029999,80262000.0,-0.9997,0.126,0.776,0.099
2017-02-13,33.27,33.455002,33.1875,33.322497999999996,92141600.0,-0.7107,0.115,0.772,0.113
2017-02-14,33.3675,33.772498999999996,33.3125,33.755001,132904800.0,-0.9998,0.131,0.774,0.095
2017-02-15,33.880001,34.067501,33.654999,33.877499,142492400.0,-0.9982,0.133,0.745,0.122
2017-02-16,33.9175,33.974998,33.709998999999996,33.837502,90338400.0,-0.9999,0.148,0.763,0.089
2017-02-17,33.775002,33.9575,33.775002,33.93,88792800.0,-0.9998,0.129,0.776,0.095
2017-02-21,34.057499,34.1875,33.994999,34.174999,98028800.0,-0.9999,0.135,0.792,0.073
2017-02-22,34.107498,34.279999,34.0275,34.2775,83347600.0,-0.9998,0.117,0.8,0.083
2017-02-23,34.345001,34.369999,34.075001,34.1325,83152800.0,-0.9999,0.128,0.806,0.067
2017-02-24,33.977501000000004,34.165001000000004,33.82,34.165001000000004,87106400.0,-0.9994,0.131,0.759,0.11
2017-02-27,34.285,34.360001000000004,34.07,34.232498,81029600.0,-0.9998,0.148,0.743,0.109
2017-02-28,34.27,34.360001000000004,34.174999,34.247501,93931600.0,-0.9999,0.131,0.791,0.078
2017-03-01,34.4725,35.037498,34.400002,34.947497999999996,145658400.0,-0.9999,0.141,0.782,0.076
2017-03-02,35.0,35.07,34.689999,34.740002000000004,104844000.0,-0.9999,0.128,0.789,0.083
2017-03-03,34.695,34.9575,34.647498999999996,34.945,84432400.0,-0.9999,0.142,0.779,0.079
