,Open,High,Low,Close,Volume,compound,negative,neutral,positive
2005-04-29,1.2910709999999999,1.293929,1.257857,1.287857,671630400.0,-0.9935,0.161,0.759,0.08
2005-05-02,1.2932139999999999,1.308929,1.286429,1.3010709999999999,465920000.0,-0.9228,0.065,0.903,0.032
2005-05-03,1.3,1.312143,1.286786,1.2932139999999999,496739600.0,-0.9956,0.155,0.758,0.087
2005-05-04,1.289643,1.328571,1.2892860000000002,1.326786,448176400.0,-0.9966,0.138,0.805,0.057
2005-05-05,1.330357,1.331071,1.3025,1.31,387366000.0,-0.8887,0.066,0.884,0.049
2005-05-06,1.3175,1.333214,1.3139290000000001,1.33,326247600.0,-0.9942,0.165,0.746,0.09
2005-05-09,1.3314290000000002,1.3375,1.3125,1.320357,355695200.0,0.938,0.088,0.787,0.125
2005-05-10,1.3125,1.330357,1.2975,1.300714,440263600.0,-0.9624,0.12,0.781,0.099
2005-05-11,1.2571430000000001,1.273929,1.1825,1.271786,2041981200.0,-0.9896,0.098,0.858,0.044
2005-05-12,1.265,1.2710709999999998,1.214286,1.2189290000000002,970242000.0,-0.9862,0.128,0.799,0.073
2005-05-13,1.221429,1.258214,1.2167860000000001,1.241786,702713200.0,-0.9956,0.139,0.797,0.064
2005-05-16,1.234286,1.275,1.233214,1.269643,474294800.0,-0.9427,0.122,0.785,0.092
2005-05-17,1.255,1.266429,1.233571,1.262857,588344400.0,-0.9631,0.104,0.829,0.066
2005-05-18,1.266071,1.341429,1.249643,1.28,636722800.0,-0.9966,0.133,0.81,0.057
2005-05-19,1.277857,1.3457139999999999,1.277857,1.341071,793161600.0,-0.9857,0.143,0.741,0.116
2005-05-20,1.330357,1.344643,1.328214,1.341071,452650800.0,0.9084,0.08,0.821,0.099
2005-05-23,1.3517860000000002,1.425,1.3517860000000002,1.42,1042574400.0,-0.9836,0.137,0.8,0.063
2005-05-24,1.408929,1.4282139999999999,1.3939290000000002,1.417857,593460000.0,-0.9912,0.129,0.804,0.067
2005-05-25,1.410714,1.426786,1.4042860000000001,1.420714,396006800.0,-0.9926,0.135,0.785,0.08
2005-05-26,1.4264290000000002,1.462143,1.4264290000000002,1.455,525520800.0,0.8427,0.093,0.795,0.112
2005-05-27,1.451429,1.4567860000000001,1.4289290000000001,1.4485709999999998,316008000.0,-0.9075,0.11,0.801,0.09
2005-05-31,1.452143,1.455,1.413571,1.42,404205200.0,-0.9888,0.132,0.812,0.055
2005-06-01,1.424643,1.455714,1.423571,1.439286,453812800.0,-0.9964,0.162,0.764,0.074
2005-06-02,1.4303569999999999,1.44,1.4142860000000002,1.43,373973600.0,-0.998,0.176,0.762,0.062
2005-06-03,1.362857,1.3778569999999999,1.348929,1.3657139999999999,956869200.0,-0.9964,0.164,0.74,0.096
2005-06-06,1.368929,1.379643,1.341429,1.354286,811966400.0,0.787,0.073,0.837,0.09
2005-06-07,1.342857,1.3475,1.301786,1.305,745264800.0,-0.9504,0.111,0.838,0.051
2005-06-08,1.308214,1.330357,1.306071,1.318571,404006400.0,-0.9967,0.137,0.813,0.05
2005-06-09,1.3214290000000002,1.355,1.315,1.344643,390255600.0,-0.9864,0.107,0.839,0.053
2005-06-10,1.3357139999999998,1.3357139999999998,1.268571,1.278929,678932800.0,-0.8749,0.094,0.835,0.071
2005-06-13,1.281786,1.3075,1.2792860000000001,1.282143,435772400.0,-0.6036,0.099,0.814,0.087
2005-06-14,1.282857,1.2910709999999999,1.276786,1.285714,347846800.0,-0.9811,0.123,0.791,0.086
2005-06-15,1.316786,1.332143,1.296429,1.326071,563343200.0,-0.9926,0.123,0.808,0.069
2005-06-16,1.328214,1.36,1.315,1.356429,547674400.0,0.9268,0.092,0.787,0.121
2005-06-17,1.3739290000000002,1.3764290000000001,1.351071,1.368214,596125600.0,-0.9722,0.118,0.786,0.096
2005-06-20,1.3517860000000002,1.360357,1.3375,1.343214,323716400.0,-0.7741,0.132,0.754,0.114
2005-06-21,1.347143,1.3639290000000002,1.335,1.352143,370526800.0,-0.9877,0.114,0.818,0.067
2005-06-22,1.3664290000000001,1.378571,1.362143,1.376786,424925200.0,0.6654,0.099,0.81,0.091
2005-06-23,1.386786,1.420714,1.380357,1.388929,674254000.0,0.6935,0.068,0.852,0.08
2005-06-24,1.3960709999999998,1.397143,1.3457139999999999,1.348571,410709600.0,-0.9655,0.135,0.772,0.093
2005-06-27,1.315714,1.360714,1.31,1.325,600171600.0,0.9683,0.097,0.767,0.136
2005-06-28,1.338929,1.3425,1.3275,1.3325,350299600.0,-0.9942,0.124,0.824,0.052
2005-06-29,1.3296430000000001,1.3317860000000001,1.29,1.298929,448358400.0,-0.9937,0.131,0.803,0.066
2005-06-30,1.3075,1.327143,1.296786,1.314643,418390000.0,-0.8856,0.101,0.818,0.081
2005-07-01,1.3153569999999999,1.320357,1.296071,1.3035709999999998,250000800.0,0.5897,0.053,0.883,0.063
2005-07-05,1.3053569999999999,1.3625,1.3035709999999998,1.356429,454269200.0,0.9466,0.088,0.783,0.129
2005-07-06,1.346786,1.362857,1.328571,1.335357,394626400.0,0.9606,0.111,0.756,0.133
2005-07-07,1.314643,1.348571,1.314286,1.3439290000000002,383723200.0,-0.9854,0.128,0.786,0.085
2005-07-08,1.3525,1.367143,1.338214,1.3660709999999998,290735200.0,0.8613,0.063,0.856,0.081
2005-07-11,1.370357,1.380357,1.349286,1.360714,388788400.0,-0.9954,0.167,0.759,0.073
2005-07-12,1.365357,1.371429,1.3539290000000002,1.3657139999999999,387038400.0,-0.9965,0.159,0.796,0.045
2005-07-13,1.3675,1.375,1.3535709999999999,1.369643,684835200.0,0.8565,0.086,0.805,0.109
2005-07-14,1.4567860000000001,1.500357,1.4367860000000001,1.455357,2096060400.0,0.9628,0.071,0.83,0.099
2005-07-15,1.463214,1.484643,1.445,1.483929,687682800.0,-0.966,0.119,0.795,0.086
2005-07-18,1.4789290000000002,1.503571,1.4775,1.481786,586297600.0,0.6908,0.079,0.827,0.094
2005-07-19,1.4828569999999999,1.543929,1.4667860000000001,1.5425,671062000.0,-0.9784,0.115,0.814,0.071
2005-07-20,1.530714,1.564286,1.5232139999999998,1.558214,453395600.0,-0.9777,0.119,0.808,0.074
2005-07-21,1.560714,1.572857,1.532143,1.546071,404264000.0,-0.994,0.161,0.74,0.099
2005-07-22,1.5514290000000002,1.5714290000000002,1.549643,1.5714290000000002,301106400.0,-0.9105,0.118,0.792,0.09
2005-07-25,1.5710709999999999,1.5814290000000002,1.5617860000000001,1.564643,294627200.0,-0.9857,0.148,0.782,0.07
2005-07-26,1.5717860000000001,1.575357,1.548571,1.558214,268592800.0,-0.9495,0.117,0.798,0.084
2005-07-27,1.5653569999999999,1.5739290000000001,1.523929,1.5710709999999999,283749200.0,-0.9157,0.1,0.82,0.08
2005-07-28,1.566071,1.5714290000000002,1.546429,1.564286,251311200.0,-0.9623,0.146,0.759,0.095
2005-07-29,1.555714,1.585,1.5092860000000001,1.5232139999999998,562080400.0,-0.9785,0.141,0.768,0.092
2005-08-01,1.520357,1.538571,1.5028569999999999,1.526786,314249600.0,-0.9772,0.125,0.801,0.074
2005-08-02,1.531786,1.5535709999999998,1.521786,1.5425,296875600.0,0.9397,0.108,0.751,0.141
2005-08-03,1.5425,1.546786,1.5275,1.5435709999999998,258322400.0,-0.8503,0.087,0.84,0.073
2005-08-04,1.531786,1.535714,1.510357,1.525357,269304000.0,-0.9898,0.148,0.768,0.084
2005-08-05,1.5175,1.548571,1.5007139999999999,1.5353569999999999,241931200.0,-0.9773,0.124,0.794,0.081
2005-08-08,1.535714,1.544643,1.521786,1.5232139999999998,176383200.0,-0.9847,0.114,0.843,0.042
2005-08-09,1.5332139999999999,1.5675,1.5325,1.565,380839200.0,-0.9937,0.164,0.775,0.061
2005-08-10,1.5714290000000002,1.585357,1.546786,1.5492860000000002,360945200.0,0.9067,0.075,0.827,0.098
2005-08-11,1.549643,1.5757139999999998,1.544643,1.5714290000000002,271983600.0,-0.972,0.106,0.836,0.058
2005-08-12,1.552143,1.650714,1.548571,1.6464290000000001,916036800.0,-0.9783,0.124,0.793,0.083
2005-08-15,1.66,1.726071,1.658929,1.702857,1086727600.0,-0.471,0.094,0.819,0.087
2005-08-16,1.6925,1.6964290000000002,1.650357,1.651786,537622400.0,-0.9747,0.146,0.753,0.101
2005-08-17,1.657143,1.694286,1.6560709999999998,1.683929,499724400.0,-0.977,0.124,0.8,0.077
2005-08-18,1.675357,1.6785709999999998,1.6339290000000002,1.653571,442559600.0,-0.9925,0.147,0.786,0.067
2005-08-19,1.652857,1.667857,1.634643,1.636786,376569200.0,-0.9742,0.104,0.831,0.066
2005-08-22,1.6482139999999998,1.669643,1.6164290000000001,1.6382139999999998,387732800.0,-0.5535,0.084,0.837,0.079
2005-08-23,1.6375,1.6464290000000001,1.618571,1.6335709999999999,295604400.0,-0.9885,0.116,0.833,0.051
2005-08-24,1.628571,1.682857,1.628214,1.634643,572070800.0,0.9434,0.093,0.789,0.118
2005-08-25,1.647143,1.6603569999999999,1.6360709999999998,1.645,276253600.0,-0.9943,0.141,0.795,0.063
2005-08-26,1.647143,1.655,1.62,1.6335709999999999,261058000.0,0.9649,0.075,0.809,0.115
2005-08-29,1.616786,1.6439290000000002,1.6164290000000001,1.637143,256295200.0,-0.9876,0.168,0.749,0.082
2005-08-30,1.6425,1.671071,1.64,1.663214,518761600.0,-0.9054,0.093,0.838,0.069
2005-08-31,1.673571,1.679643,1.6525,1.674643,402956400.0,-0.9515,0.2,0.637,0.163
2005-09-01,1.6785709999999998,1.6846430000000001,1.6460709999999998,1.6521430000000001,356367200.0,-0.9626,0.104,0.83,0.066
2005-09-02,1.653571,1.671429,1.647143,1.650714,222378800.0,-0.9363,0.118,0.799,0.084
2005-09-06,1.667857,1.745714,1.6625,1.7428569999999999,818619200.0,-0.9951,0.157,0.773,0.07
2005-09-07,1.751786,1.764286,1.711429,1.7385709999999999,963074000.0,-0.5312,0.103,0.803,0.093
2005-09-08,1.7625,1.79,1.755,1.777857,702640400.0,-0.8257,0.108,0.799,0.093
2005-09-09,1.788214,1.8339290000000001,1.778214,1.8325,615641600.0,0.591,0.095,0.807,0.098
2005-09-12,1.825,1.8439290000000002,1.806429,1.8357139999999998,452796400.0,-0.9648,0.119,0.796,0.085
2005-09-13,1.822143,1.8317860000000001,1.797143,1.815,492884000.0,-0.9867,0.113,0.82,0.067
2005-09-14,1.8235709999999998,1.828214,1.766429,1.771786,474426400.0,-0.9919,0.142,0.795,0.063
2005-09-15,1.785714,1.792143,1.761786,1.7810709999999998,415156000.0,-0.9781,0.118,0.808,0.074
2005-09-16,1.793929,1.828929,1.783929,1.828929,591004400.0,-0.9953,0.144,0.793,0.064
2005-09-19,1.823214,1.888929,1.823214,1.88,783731200.0,-0.997,0.151,0.787,0.062
2005-09-20,1.8925,1.921786,1.89,1.899643,819828800.0,-0.9914,0.125,0.808,0.067
2005-09-21,1.891429,1.894643,1.852143,1.861071,434747600.0,-0.9977,0.147,0.804,0.048
2005-09-22,1.852857,1.8739290000000002,1.832857,1.8535709999999999,463727600.0,-0.9978,0.158,0.777,0.065
2005-09-23,1.860714,1.910714,1.851429,1.9,558457200.0,-0.9769,0.124,0.799,0.077
2005-09-26,1.929643,1.9485709999999998,1.9042860000000001,1.922857,546562800.0,-0.7074,0.109,0.8,0.092
2005-09-27,1.925714,1.937143,1.9082139999999999,1.908571,341703600.0,-0.9931,0.114,0.833,0.054
2005-09-28,1.895357,1.896786,1.806786,1.824286,1125544000.0,-0.9965,0.136,0.81,0.054
2005-09-29,1.8296430000000001,1.878214,1.814643,1.869286,636846000.0,-0.9874,0.098,0.843,0.059
2005-09-30,1.868929,1.9160709999999999,1.852857,1.914643,531633200.0,-0.9737,0.086,0.877,0.036
2005-10-03,1.934286,1.947857,1.917143,1.944286,507553200.0,-0.9632,0.112,0.812,0.076
2005-10-04,1.9625,1.9767860000000002,1.915714,1.919643,539459200.0,-0.9818,0.118,0.8,0.082
2005-10-05,1.9403569999999999,1.941429,1.8839290000000002,1.885,610769600.0,-0.9823,0.096,0.85,0.054
2005-10-06,1.9,1.9103569999999999,1.816786,1.846429,757537200.0,-0.9803,0.11,0.824,0.066
2005-10-07,1.847143,1.854643,1.8053569999999999,1.832143,677882800.0,-0.9627,0.115,0.811,0.074
2005-10-10,1.848571,1.8539290000000002,1.795714,1.798929,507505600.0,-0.9924,0.123,0.804,0.074
2005-10-11,1.8296430000000001,1.8525,1.8,1.8425,1225884800.0,-0.9836,0.142,0.751,0.107
2005-10-12,1.7375,1.796429,1.709643,1.7589290000000002,2697486400.0,-0.9947,0.147,0.782,0.071
2005-10-13,1.765714,1.926786,1.759643,1.919286,1865575600.0,-0.9986,0.205,0.737,0.058
2005-10-14,1.929643,1.941071,1.885357,1.9285709999999998,1035552000.0,-0.9963,0.176,0.714,0.111
2005-10-17,1.927857,1.9367860000000001,1.881429,1.908571,616834400.0,-0.9794,0.103,0.83,0.067
2005-10-18,1.901786,1.926786,1.864286,1.864643,609588000.0,-0.9982,0.162,0.756,0.081
2005-10-19,1.859643,1.962857,1.828929,1.962143,1008683200.0,-0.9894,0.136,0.766,0.097
2005-10-20,1.945357,2.017857,1.941071,2.005,1357762000.0,-0.9943,0.129,0.801,0.07
2005-10-21,2.03,2.035,1.977143,1.987857,796726000.0,-0.9918,0.119,0.826,0.055
2005-10-24,1.973214,2.0282139999999997,1.9675,2.0282139999999997,609753200.0,-0.9984,0.182,0.733,0.084
2005-10-25,2.0142860000000002,2.030357,1.9889290000000002,2.003571,465127600.0,-0.9519,0.109,0.8,0.091
2005-10-26,2.01,2.055714,1.9971430000000001,2.036786,631593200.0,-0.9983,0.162,0.767,0.071
2005-10-27,2.035357,2.0360709999999997,1.9789290000000002,1.9789290000000002,411541200.0,-0.977,0.122,0.781,0.097
2005-10-28,2.001429,2.015357,1.9346430000000001,1.945357,769787200.0,-0.9761,0.096,0.837,0.067
2005-10-31,1.971429,2.0707139999999997,1.955357,2.0567860000000002,940844800.0,-0.9969,0.129,0.813,0.057
2005-11-01,2.044286,2.076429,2.031071,2.053571,749686000.0,-0.9972,0.142,0.794,0.064
2005-11-02,2.061429,2.142857,2.057143,2.1410709999999997,857060400.0,-0.9886,0.149,0.802,0.049
2005-11-03,2.152143,2.225714,2.145357,2.208929,884382800.0,-0.9788,0.124,0.794,0.082
2005-11-04,2.155357,2.187143,2.129286,2.183929,878035200.0,0.9727,0.1,0.762,0.138
2005-11-07,2.1732139999999998,2.2025,2.147857,2.151071,638831200.0,-0.9965,0.147,0.775,0.078
2005-11-08,2.1410709999999997,2.156429,2.1107139999999998,2.1392860000000002,473765600.0,0.9507,0.08,0.832,0.088
2005-11-09,2.142857,2.186071,2.142857,2.146786,552930000.0,-0.9968,0.153,0.774,0.073
2005-11-10,2.165714,2.185714,2.1075,2.185,665344400.0,-0.9974,0.118,0.832,0.05
2005-11-11,2.197857,2.218214,2.190714,2.197857,425448800.0,-0.9738,0.118,0.794,0.089
2005-11-14,2.197857,2.213571,2.175357,2.194643,369933200.0,-0.9975,0.156,0.785,0.059
2005-11-15,2.2,2.252857,2.195,2.224286,536841200.0,-0.9976,0.133,0.801,0.067
2005-11-16,2.255357,2.323571,2.253214,2.319643,784515200.0,-0.9952,0.12,0.802,0.078
2005-11-17,2.3425,2.3528569999999998,2.294643,2.3042860000000003,676205600.0,-0.9865,0.116,0.809,0.075
2005-11-18,2.3325,2.336786,2.2989290000000002,2.305714,524960800.0,-0.9841,0.121,0.784,0.095
2005-11-21,2.315,2.328214,2.275714,2.32,511711200.0,-0.9974,0.144,0.775,0.081
2005-11-22,2.315714,2.384286,2.3042860000000003,2.375714,540282400.0,-0.9982,0.155,0.751,0.094
2005-11-23,2.3885709999999998,2.427857,2.381786,2.396786,485853200.0,-0.9807,0.122,0.78,0.098
2005-11-25,2.416429,2.483571,2.410714,2.476429,395012800.0,-0.9867,0.138,0.764,0.098
2005-11-28,2.525714,2.538214,2.466786,2.487857,1018519600.0,-0.9841,0.099,0.835,0.067
2005-11-29,2.499643,2.510714,2.405357,2.432143,891433200.0,-0.9307,0.111,0.784,0.105
2005-11-30,2.4439290000000002,2.458929,2.411429,2.422143,595674800.0,-0.7699,0.128,0.74,0.133
2005-12-01,2.4625,2.561786,2.4575,2.557143,812893200.0,-0.9952,0.119,0.809,0.072
2005-12-02,2.581071,2.597857,2.525,2.593929,895762000.0,-0.9975,0.143,0.778,0.079
2005-12-05,2.569643,2.590357,2.553214,2.565,583671200.0,-0.9952,0.128,0.809,0.064
2005-12-06,2.640357,2.6725,2.619643,2.644643,857029600.0,-0.9944,0.151,0.744,0.105
2005-12-07,2.651071,2.6592860000000003,2.6114290000000002,2.6410709999999997,679464800.0,-0.9977,0.137,0.785,0.077
2005-12-08,2.614286,2.648929,2.592857,2.645714,790479200.0,-0.9994,0.184,0.748,0.068
2005-12-09,2.650357,2.663929,2.619643,2.654643,555402400.0,-0.9982,0.171,0.742,0.087
2005-12-12,2.6739290000000002,2.691071,2.662857,2.675357,524994400.0,-0.998,0.143,0.799,0.058
2005-12-13,2.6732139999999998,2.695,2.650357,2.677857,493816400.0,-0.9986,0.161,0.772,0.067
2005-12-14,2.590357,2.617857,2.509643,2.571786,1450716400.0,-0.9942,0.123,0.821,0.056
2005-12-15,2.595714,2.602143,2.5482139999999998,2.577857,561162000.0,-0.9627,0.084,0.84,0.076
2005-12-16,2.576429,2.582143,2.537857,2.539643,671171200.0,-0.9835,0.15,0.723,0.126
2005-12-19,2.539643,2.592857,2.537143,2.549286,529295200.0,0.9313,0.094,0.793,0.113
2005-12-20,2.558214,2.585,2.54,2.575357,479108000.0,-0.9963,0.125,0.801,0.075
2005-12-21,2.592857,2.6289290000000003,2.5907139999999997,2.625,475736800.0,-0.9949,0.114,0.831,0.055
2005-12-22,2.639643,2.660357,2.628571,2.643571,370610800.0,-0.9979,0.143,0.79,0.067
2005-12-23,2.648929,2.652143,2.617857,2.619643,229857600.0,-0.9802,0.126,0.774,0.1
2005-12-27,2.642857,2.685,2.6410709999999997,2.651071,590590000.0,-0.9979,0.161,0.75,0.089
2005-12-28,2.659643,2.67,2.6185709999999998,2.6275,398115200.0,-0.99,0.142,0.758,0.1
2005-12-29,2.635,2.636429,2.550714,2.551786,490025200.0,-0.9867,0.098,0.844,0.058
2005-12-30,2.5325,2.586786,2.512143,2.5675,624262800.0,-0.9839,0.084,0.88,0.036
2006-01-03,2.585,2.669643,2.580357,2.669643,807234400.0,-0.9988,0.169,0.763,0.068
2006-01-04,2.683214,2.713571,2.660714,2.6775,619603600.0,-0.9953,0.143,0.765,0.092
2006-01-05,2.6725,2.675,2.633929,2.656429,449422400.0,-0.9937,0.12,0.81,0.071
2006-01-06,2.6875,2.739286,2.6625,2.725,704457600.0,-0.984,0.108,0.819,0.073
2006-01-09,2.740357,2.757143,2.705,2.716071,675040800.0,-0.9981,0.126,0.825,0.049
2006-01-10,2.723214,2.924643,2.708214,2.887857,2279869200.0,-0.996,0.132,0.803,0.065
2006-01-11,2.9942860000000002,3.028571,2.949643,2.996429,1493794400.0,-0.9963,0.139,0.786,0.075
2006-01-12,3.034643,3.085714,2.9864290000000002,3.010357,1280809600.0,-0.9948,0.141,0.762,0.097
2006-01-13,3.035357,3.071786,3.021429,3.0567860000000002,776305600.0,-0.9977,0.14,0.792,0.067
2006-01-17,3.060714,3.085,2.995357,3.025357,835623600.0,-0.999,0.162,0.773,0.064
2006-01-18,2.967143,3.001786,2.9232139999999998,2.946071,1200637200.0,-0.9948,0.109,0.838,0.053
2006-01-19,2.901786,2.916429,2.812143,2.822857,1695848000.0,-0.9938,0.12,0.809,0.072
2006-01-20,2.831429,2.858571,2.708214,2.7175,1134758800.0,-0.9787,0.115,0.804,0.082
2006-01-23,2.717857,2.841429,2.714286,2.773929,1059730000.0,-0.9616,0.136,0.744,0.119
2006-01-24,2.812857,2.836429,2.706071,2.7157139999999997,1142254400.0,-0.9957,0.115,0.821,0.063
2006-01-25,2.763929,2.767857,2.616071,2.65,1275786400.0,-0.9687,0.108,0.803,0.089
2006-01-26,2.661786,2.6939290000000002,2.5689290000000002,2.583214,1181387200.0,-0.9912,0.121,0.811,0.069
2006-01-27,2.605357,2.628571,2.539286,2.5725,953864800.0,-0.9119,0.089,0.841,0.07
2006-01-30,2.541786,2.7357139999999998,2.531071,2.678571,1398401200.0,-0.9872,0.112,0.817,0.072
2006-01-31,2.696429,2.726429,2.633929,2.696786,913542000.0,-0.9972,0.134,0.8,0.066
2006-02-01,2.676786,2.730714,2.665714,2.693571,521186400.0,-0.9528,0.114,0.792,0.094
2006-02-02,2.682143,2.6914290000000003,2.573214,2.575,707322000.0,-0.9911,0.134,0.771,0.094
2006-02-03,2.58,2.599643,2.537143,2.566071,692123600.0,-0.9934,0.102,0.846,0.052
2006-02-06,2.572143,2.589643,2.383571,2.403571,1651767600.0,-0.9958,0.134,0.785,0.081
2006-02-07,2.438214,2.481429,2.3814290000000002,2.414286,1388830800.0,-0.9955,0.127,0.811,0.062
2006-02-08,2.446071,2.467143,2.357143,2.4575,953114400.0,-0.9976,0.153,0.786,0.061
2006-02-09,2.467857,2.4725,2.304643,2.319643,1149764000.0,-0.8912,0.089,0.835,0.076
2006-02-10,2.327857,2.416786,2.246429,2.403929,1760477600.0,-0.9951,0.141,0.789,0.069
2006-02-13,2.379643,2.383929,2.3085709999999997,2.311071,883498000.0,-0.9822,0.113,0.809,0.078
2006-02-14,2.325,2.432143,2.321429,2.415714,1160938800.0,-0.9285,0.098,0.816,0.085
2006-02-15,2.398571,2.4864290000000002,2.383929,2.472143,1159771200.0,-0.9981,0.156,0.784,0.06
2006-02-16,2.496786,2.5360709999999997,2.481429,2.520357,948175200.0,-0.9746,0.112,0.799,0.088
2006-02-17,2.510714,2.531786,2.486071,2.510357,575999200.0,-0.9967,0.127,0.811,0.061
2006-02-21,2.521071,2.528571,2.452857,2.467143,779606800.0,-0.9859,0.108,0.816,0.076
2006-02-22,2.464286,2.559643,2.428571,2.547143,978238800.0,-0.9992,0.196,0.737,0.067
2006-02-23,2.563929,2.607143,2.551071,2.5625,856917600.0,-0.9917,0.096,0.868,0.036
2006-02-24,2.576429,2.603214,2.542857,2.552143,534744000.0,-0.998,0.168,0.752,0.08
2006-02-27,2.571071,2.575714,2.523214,2.535357,791240800.0,-0.9963,0.131,0.796,0.072
2006-02-28,2.556429,2.585714,2.432143,2.446071,1266980400.0,-0.9822,0.109,0.819,0.073
2006-03-01,2.458571,2.481786,2.4292860000000003,2.467857,763817600.0,-0.9922,0.117,0.811,0.073
2006-03-02,2.4639290000000003,2.499643,2.4525,2.486071,625273600.0,-0.9973,0.152,0.761,0.087
2006-03-03,2.478571,2.496786,2.411786,2.418571,737668400.0,-0.9889,0.13,0.78,0.09
2006-03-06,2.4175,2.418571,2.319286,2.338571,912665600.0,-0.9748,0.096,0.838,0.066
2006-03-07,2.3485709999999997,2.3892860000000002,2.324286,2.368214,872877600.0,-0.9986,0.177,0.719,0.104
2006-03-08,2.3675,2.4,2.333929,2.345,653251200.0,-0.9995,0.215,0.71,0.075
2006-03-09,2.356429,2.373929,2.278929,2.283214,799304800.0,-0.988,0.097,0.839,0.064
2006-03-10,2.2875,2.303214,2.230357,2.256786,1043142800.0,-0.9917,0.116,0.809,0.075
2006-03-13,2.323214,2.367143,2.313929,2.345714,861187600.0,-0.9987,0.159,0.78,0.061
2006-03-14,2.348929,2.404286,2.339286,2.404286,642020400.0,-0.8668,0.106,0.806,0.087
2006-03-15,2.418214,2.43,2.34,2.365357,891996000.0,-0.9778,0.134,0.813,0.053
2006-03-16,2.3875,2.3892860000000002,2.2964290000000003,2.296786,749638400.0,-0.9875,0.137,0.782,0.081
2006-03-17,2.3125,2.3407139999999997,2.289643,2.309286,812042000.0,-0.99,0.099,0.851,0.05
2006-03-20,2.329286,2.337857,2.281071,2.285357,605441200.0,-0.9959,0.152,0.738,0.11
2006-03-21,2.2075,2.297857,2.1925,2.2075,1345366400.0,-0.8541,0.107,0.791,0.102
2006-03-22,2.22,2.258929,2.188214,2.2025,1345895600.0,-0.9987,0.164,0.782,0.054
2006-03-23,2.207857,2.210714,2.1289290000000003,2.148571,1427826400.0,0.9595,0.106,0.762,0.133
2006-03-24,2.151786,2.176429,2.108214,2.141429,1071980000.0,-0.6676,0.083,0.844,0.074
2006-03-27,2.155357,2.192143,2.121429,2.125357,1108072000.0,-0.9952,0.132,0.793,0.075
2006-03-28,2.129643,2.147857,2.080357,2.0967860000000003,1370322800.0,-0.9981,0.151,0.775,0.074
2006-03-29,2.111786,2.232857,2.059643,2.226071,2346834000.0,-0.9966,0.121,0.818,0.061
2006-03-30,2.2435709999999998,2.260714,2.1975,2.241071,1390650800.0,-0.9901,0.109,0.847,0.044
2006-03-31,2.258929,2.271786,2.222857,2.24,815357200.0,-0.9899,0.135,0.773,0.092
2006-04-03,2.273929,2.29,2.236071,2.2375,815791200.0,-0.9814,0.095,0.846,0.059
2006-04-04,2.217857,2.222143,2.180357,2.184643,931924000.0,-0.9893,0.155,0.716,0.13
2006-04-05,2.311071,2.400357,2.291071,2.400357,2233408800.0,-0.9557,0.098,0.818,0.085
2006-04-06,2.439286,2.573214,2.435714,2.544286,2663768800.0,-0.9187,0.096,0.825,0.079
2006-04-07,2.533214,2.543214,2.445357,2.4925,1545238800.0,-0.9955,0.125,0.838,0.037
2006-04-10,2.510357,2.533214,2.444643,2.4525,903515200.0,-0.9949,0.135,0.798,0.067
2006-04-11,2.4639290000000003,2.475,2.395357,2.428214,939316000.0,-0.984,0.125,0.779,0.096
2006-04-12,2.428929,2.434643,2.367857,2.3825,739894400.0,-0.996,0.148,0.768,0.084
2006-04-13,2.3692860000000002,2.408571,2.350357,2.373929,734678000.0,-0.9258,0.112,0.785,0.103
2006-04-17,2.375357,2.387143,2.2982139999999998,2.3146430000000002,721938000.0,-0.9325,0.097,0.822,0.081
2006-04-18,2.322857,2.373929,2.313929,2.365,794844400.0,0.8175,0.077,0.83,0.093
2006-04-19,2.386429,2.392857,2.338214,2.344643,1086033200.0,-0.988,0.147,0.728,0.125
2006-04-20,2.4825,2.5,2.364286,2.4153569999999998,1666982800.0,-0.6343,0.066,0.865,0.07
2006-04-21,2.4353569999999998,2.451429,2.373929,2.394286,788986800.0,-0.9915,0.13,0.798,0.073
2006-04-24,2.3875,2.39,2.339286,2.348214,707028000.0,-0.9966,0.139,0.784,0.077
2006-04-25,2.355714,2.378214,2.341429,2.363214,529062800.0,-0.9969,0.169,0.74,0.092
2006-04-26,2.380357,2.438571,2.371429,2.433929,710886400.0,-0.9897,0.143,0.761,0.096
2006-04-27,2.418929,2.495,2.405357,2.477143,845947200.0,-0.9941,0.141,0.769,0.09
2006-04-28,2.4778569999999998,2.5464290000000003,2.471429,2.513929,760037600.0,-0.9902,0.096,0.856,0.048
2006-05-01,2.5275,2.555,2.47,2.4857139999999998,750380400.0,-0.9981,0.185,0.762,0.053
2006-05-02,2.505357,2.5707139999999997,2.5039290000000003,2.557857,771663200.0,-0.9929,0.138,0.771,0.091
2006-05-03,2.565357,2.569643,2.5064290000000002,2.540714,686991200.0,-0.9986,0.178,0.73,0.091
2006-05-04,2.543571,2.603214,2.516429,2.5403569999999998,860420400.0,-0.9967,0.134,0.793,0.074
2006-05-05,2.5664290000000003,2.580357,2.541071,2.5675,563911600.0,-0.8519,0.106,0.781,0.113
2006-05-08,2.606786,2.635714,2.561429,2.5675,594851600.0,-0.9873,0.113,0.81,0.077
2006-05-09,2.565,2.591429,2.5221430000000002,2.536786,531666800.0,-0.9364,0.094,0.824,0.082
2006-05-10,2.546071,2.5475,2.486071,2.521429,459888800.0,-0.9987,0.169,0.77,0.061
